merged_spelling,ipa,langid
{arm}երեւան,j ɛ ɾ ɛ v ɑ n,0
{arm}երեւելի,j ɛ ɾ ɛ v ɛ l i,0
{arm}երեւույթ,j ɛ ɾ ɛ v u j tʰ,0
{arm}երեք,j ɛ ɾ ɛ kʰ,0
{arm}երեքկին,j ɛ ɾ ɛ kʰ k i n,0
{arm}երեքնուկ,j ɛ ɾ ɛ kʰ n u k,0
{arm}երթեւեկել,j ɛ ɾ tʰ ɛ v ɛ k ɛ l,0
{arm}երթեւեկություն,j ɛ ɾ tʰ ɛ v ɛ k u tʰ j u n,0
{arm}երթեւեկում,j ɛ ɾ tʰ ɛ v ɛ k u m,0
{arm}երթուղային,j ɛ ɾ tʰ u ʁ ɑ j i n,0
{arm}երթուղի,j ɛ ɾ tʰ u ʁ i,0
{arm}երիվար,j ɛ ɾ i v ɑ ɾ,0
{arm}երիտասարդ,j ɛ ɾ i t ɑ s ɑ ɾ tʰ,0
{arm}երիտասարդություն,j ɛ ɾ i t ɑ s ɑ ɾ d u tʰ j u n,0
{arm}երիքով,j ɛ ɾ i kʰ ɔ v,0
{arm}երկ,j ɛ ɾ k,0
{arm}երկաթ,j ɛ ɾ k ɑ tʰ,0
{arm}երկաթե,j ɛ ɾ k ɑ tʰ ɛ,0
{arm}երկաթեղեն,j ɛ ɾ k ɑ tʰ ɛ ʁ ɛ n,0
{arm}երկաթյա,j ɛ ɾ k ɑ tʰ j ɑ,0
{arm}երկաթուղային,j ɛ ɾ k ɑ tʰ u ʁ ɑ j i n,0
{arm}երկաթուղի,j ɛ ɾ k ɑ tʰ u ʁ i,0
{arm}երկայն,j ɛ ɾ k ɑ j n,0
{arm}երկար,j ɛ ɾ k ɑ ɾ,0
{arm}երկարաժամկետ,j ɛ ɾ k ɑ ɾ ɑ ʒ ɑ m k ɛ t,0
{arm}երկարամյա,j ɛ ɾ k ɑ ɾ ɑ m j ɑ,0
{arm}երկարավուն,j ɛ ɾ k ɑ ɾ ɑ v u n,0
{arm}երկարացնել,j ɛ ɾ k ɑ ɾ ɑ t͡sʰ n ɛ l,0
{arm}երկարություն,j ɛ ɾ k ɑ ɾ u tʰ j u n,0
{arm}երկբայելի,j ɛ ɾ k b ɑ j ɛ l i,0
{arm}երկբայորեն,j ɛ ɾ k b ɑ j ɔ ɾ ɛ n,0
{arm}երկընտրանք,j ɛ ɾ k ə n t ɾ ɑ ŋ kʰ,0
{arm}երկինք,j ɛ ɾ k i ŋ kʰ,0
{arm}երկիր,j ɛ ɾ k i ɾ,0
{arm}երկմտանք,j ɛ ɾ k m ə t ɑ ŋ kʰ,0
{arm}երկյուղ,j ɛ ɾ k j u ʁ,0
{arm}երկյուղալի,j ɛ ɾ k j u ʁ ɑ l i,0
{arm}երկյուղալիր,j ɛ ɾ k j u ʁ ɑ l i ɾ,0
{arm}երկյուղածություն,j ɛ ɾ k j u ʁ ɑ t͡s u tʰ j u n,0
{arm}երկնագույն,j ɛ ɾ k n ɑ ɡ u j n,0
{arm}երկնաքար,j ɛ ɾ k n ɑ kʰ ɑ ɾ,0
{arm}երկնաքեր,j ɛ ɾ k n ɑ kʰ ɛ ɾ,0
{arm}երկու,j ɛ ɾ k u,0
{arm}երկունք,j ɛ ɾ k u ŋ kʰ,0
{arm}երկուշաբթի,j ɛ ɾ k u ʃ ɑ pʰ tʰ i,0
{arm}երկուս,j ɛ ɾ k u s,0
{arm}երկչոտ,j ɛ ɾ k t͡ʃʰ ɔ t,0
{arm}երկսայրի,j ɛ ɾ k s ɑ j ɾ i,0
{arm}երկվորյակ,j ɛ ɾ k v ɔ ɾ j ɑ k,0
{arm}երկվորյակներ,j ɛ ɾ k v ɔ ɾ j ɑ k n ɛ ɾ,0
{arm}երկրաբան,j ɛ ɾ k ɾ ɑ b ɑ n,0
{arm}երկրագունդ,j ɛ ɾ k ɾ ɑ ɡ u n d,0
{arm}երկրաշարժ,j ɛ ɾ k ɾ ɑ ʃ ɑ ɾ ʒ,0
{arm}երկրաչափական,j ɛ ɾ k ɾ ɑ t͡ʃʰ ɑ pʰ ɑ k ɑ n,0
{arm}երկրաչափություն,j ɛ ɾ k ɾ ɑ t͡ʃʰ ɑ pʰ u tʰ j u n,0
{arm}երկրպագու,j ɛ ɾ k ə ɾ p ɑ ɡ u,0
{arm}երնեկ,j ɛ ɾ n ɛ k,0
{arm}երշիկ,j ɛ ɾ ʃ i k,0
{arm}երուսաղեմ,j ɛ ɾ u s ɑ ʁ ɛ m,0
{arm}երջանկություն,j ɛ ɾ d͡ʒ ɑ ŋ k u tʰ j u n,0
{arm}երվազ,j ɛ ɾ v ɑ z,0
{arm}երվանդ,j ɛ ɾ v ɑ n d,0
{arm}երվինյան,j ɛ ɾ v i n j ɑ n,0
{arm}եւս,j ɛ v ə s,0
{arm}եփեսոս,j ɛ pʰ ɛ s ɔ s,0
{arm}եփրատ,j ɛ pʰ ɾ ɑ t,0
{arm}եփրեմ,j ɛ pʰ ɾ ɛ m,0
{arm}եք,ɛ kʰ,0
{arm}զագրեբ,z ɑ ɡ ɾ ɛ b,0
{arm}զալցբուրգ,z ɑ l t͡sʰ b u ɾ ɡ,0
{arm}զամբիա,z ɑ m b j ɑ,0
{arm}զամբյուղ,z ɑ m b j u ʁ,0
{arm}զայրույթ,z ɑ j ɾ u j tʰ,0
{arm}զայրուց,z ɑ j ɾ u t͡sʰ,0
{arm}զանազան,z ɑ n ɑ z ɑ n,0
{arm}զանգ,z ɑ ŋ ɡ,0
{arm}զանգակ,z ɑ ŋ ɡ ɑ k,0
{arm}զանգակատուն,z ɑ ŋ ɡ ɑ k ɑ t u n,0
{arm}զանգել,z ɑ ŋ ɡ ɛ l,0
{arm}զանգի,z ɑ ŋ ɡ i,0
{arm}զանգված,z ɑ ŋ ɡ v ɑ t͡s,0
{arm}զանգվածային,z ɑ ŋ ɡ v ɑ t͡s ɑ j i n,0
{arm}զառ,z ɑ r,0
{arm}զառանցել,z ɑ r ɑ n t͡sʰ ɛ l,0
{arm}զավակ,z ɑ v ɑ k,0
{arm}զավեն,z ɑ v ɛ n,0
{arm}զավեշտ,z ɑ v ɛ ʃ t,0
{arm}զավեշտական,z ɑ v ɛ ʃ t ɑ k ɑ n,0
{arm}զավթել,z ɑ f tʰ ɛ l,0
{arm}զավտրիկ,z ɑ f t ɾ i k,0
{arm}զատ,z ɑ t,0
{arm}զատել,z ɑ t ɛ l,0
{arm}զարգանալ,z ɑ ɾ ɡ ɑ n ɑ l,0
{arm}զարգացում,z ɑ ɾ ɡ ɑ t͡sʰ u m,0
{arm}զարդ,z ɑ ɾ tʰ,0
{arm}զարդարանք,z ɑ ɾ tʰ ɑ ɾ ɑ ŋ kʰ,0
{arm}զարդարել,z ɑ ɾ tʰ ɑ ɾ ɛ l,0
{arm}զարդարուն,z ɑ ɾ tʰ ɑ ɾ u n,0
{arm}զարեհ,z ɑ ɾ ɛ h,0
{arm}զարկ,z ɑ ɾ k,0
{arm}զարկերակ,z ɑ ɾ k ɛ ɾ ɑ k,0
{arm}զարհուր,z ɑ ɾ h u ɾ,0
{arm}զարհուրանք,z ɑ ɾ h u ɾ ɑ ŋ kʰ,0
{arm}զարհուրատեսք,z ɑ ɾ h u ɾ ɑ t ɛ s kʰ,0
{arm}զարհուրելի,z ɑ ɾ h u ɾ ɛ l i,0
{arm}զարհուրում,z ɑ ɾ h u ɾ u m,0
{arm}զարմ,z ɑ ɾ m,0
{arm}զարմանալ,z ɑ ɾ m ɑ n ɑ l,0
{arm}զարմանք,z ɑ ɾ m ɑ ŋ kʰ,0
{arm}զարմացած,z ɑ ɾ m ɑ t͡sʰ ɑ t͡s,0
{arm}զարմացնել,z ɑ ɾ m ɑ t͡sʰ n ɛ l,0
{arm}զարմիկ,z ɑ ɾ m i k,0
{arm}զարմուհի,z ɑ ɾ m u h i,0
{arm}զարուհի,z ɑ ɾ u h i,0
{arm}զաքարիա,z ɑ kʰ ɑ ɾ j ɑ,0
{arm}զաքարյան,z ɑ kʰ ɑ ɾ j ɑ n,0
{arm}զբաղեցնել,ə z b ɑ ʁ ɛ t͡sʰ n ɛ l,0
{arm}զբաղվել,ə z b ɑ ʁ v ɛ l,0
{arm}զբոսանավ,ə z b ɔ s ɑ n ɑ v,0
{arm}զբոսանք,ə z b ɔ s ɑ ŋ kʰ,0
{arm}զբոսաշրջիկ,ə z b ɔ s ɑ ʃ ə ɾ d͡ʒ i k,0
{arm}զբոսաշրջություն,ə z b ɔ s ɑ ʃ ə ɾ d͡ʒ u tʰ j u n,0
{arm}զբոսնել,ə z b ɔ s n ɛ l,0
{arm}զգալ,ə z ɡ ɑ l,0
{arm}զգայարան,ə z ɡ ɑ j ɑ ɾ ɑ n,0
{arm}զգայռում,ə z ɡ ɑ j r u m,0
{arm}զգաստ,ə z ɡ ɑ s t,0
{arm}զգաստություն,ə z ɡ ɑ s t u tʰ j u n,0
{arm}զգացմունք,ə z ɡ ɑ t͡sʰ m u ŋ kʰ,0
{arm}զգեստ,ə z ɡ ɛ s t,0
{arm}զգեստապահարան,ə z ɡ ɛ s t ɑ p ɑ h ɑ ɾ ɑ n,0
{arm}զգոն,ə z ɡ ɔ n,0
{arm}զգոնություն,ə z ɡ ɔ n u tʰ j u n,0
{arm}զգույշ,ə z ɡ u j ʃ,0
{arm}զեխ,z ɛ χ,0
{arm}զեկույց,z ɛ k u j t͡sʰ,0
{arm}զեղչ,z ɛ χ t͡ʃʰ,0
{arm}զեղչել,z ɛ χ t͡ʃʰ ɛ l,0
{arm}զեյթուն,z ɛ j tʰ u n,0
{arm}զենոն,z ɛ n ɔ n,0
{arm}զենք,z ɛ ŋ kʰ,0
{arm}զեռուն,z ɛ r u n,0
{arm}զետեղել,z ɛ t ɛ ʁ ɛ l,0
{arm}զերծ,z ɛ ɾ t͡s,0
{arm}զեւս,z ɛ f s,0
{arm}զզվանք,z ə z v ɑ ŋ kʰ,0
{arm}զզվելի,z ə z v ɛ l i,0
{arm}զիբիլ,z i b i l,0
{arm}զիբիլանոց,z i b i l ɑ n ɔ t͡sʰ,0
{arm}զիբիլի,z i b i l i,0
{arm}զիգզագ,z i ɡ z ɑ ɡ,0
{arm}զինադադար,z i n ɑ d ɑ tʰ ɑ ɾ,0
{arm}զինամթերք,z i n ɑ m ə tʰ ɛ ɾ kʰ,0
{arm}զինանշան,z i n ɑ n ə ʃ ɑ n,0
{arm}զինել,z i n ɛ l,0
{arm}զինծառայող,z i n t͡s ɑ r ɑ j ɔ ʁ,0
{arm}զինված,z i n v ɑ t͡s,0
{arm}զինվել,z i n v ɛ l,0
{arm}զինվոր,z i n v ɔ ɾ,0
{arm}զինվորական,z i n v ɔ ɾ ɑ k ɑ n,0
{arm}զինվորականություն,z i n v ɔ ɾ ɑ k ɑ n u tʰ j u n,0
{arm}զիջում,z i t͡ʃʰ u m,0
{arm}զմռնիտ,z ə m ə r n i t,0
{arm}զմրուխտ,z ə m ɾ u χ t,0
{arm}զնդան,z ə n d ɑ n,0
{arm}զնջիլ,z ə n d͡ʒ i l,0
{arm}զոդ,z ɔ d,0
{arm}զոդել,z ɔ d ɛ l,0
{arm}զոհ,z ɔ h,0
{arm}զոհասեղան,z ɔ h ɑ s ɛ ʁ ɑ n,0
{arm}զոհվել,z ɔ h v ɛ l,0
{arm}զոյա,z ɔ j ɑ,0
{arm}զոոխորիա,z ɔ ɔ χ ɔ ɾ j ɑ,0
{arm}զոռ,z ɔ r,0
{arm}զոռով,z ɔ r ɔ v,0
{arm}զով,z ɔ v,0
{arm}զոր,z ɔ ɾ,0
{arm}զորախումբ,z ɔ ɾ ɑ χ u m b,0
{arm}զորահավաք,z ɔ ɾ ɑ h ɑ v ɑ kʰ,0
{arm}զորավար,z ɔ ɾ ɑ v ɑ ɾ,0
{arm}զորավարժություն,z ɔ ɾ ɑ v ɑ ɾ ʒ u tʰ j u n,0
{arm}զորավոր,z ɔ ɾ ɑ v ɔ ɾ,0
{arm}զորեղ,z ɔ ɾ ɛ ʁ,0
{arm}զորիկ,z ɔ ɾ i k,0
{arm}զորություն,z ɔ ɾ u tʰ j u n,0
{arm}զորք,z ɔ ɾ kʰ,0
{arm}զուգադիպություն,z u ɡ ɑ d i p u tʰ j u n,0
{arm}զուգարան,z u kʰ ɑ ɾ ɑ n,0
{arm}զուգել,z u kʰ ɛ l,0
{arm}զույգ,z u j kʰ,0
{arm}զուսպ,z u s p,0
{arm}զուտ,z u t,0
{arm}զուր,z u ɾ,0
{arm}զոքանչ,z ɔ kʰ ɑ n t͡ʃʰ,0
{arm}զսպաշապիկ,z ə s p ɑ ʃ ɑ p i k,0
{arm}զսպել,z ə s p ɛ l,0
{arm}զվարթ,z ə v ɑ ɾ tʰ,0
{arm}զվարճախոսել,z ə v ɑ ɾ t͡ʃ ɑ χ ɔ s ɛ l,0
{arm}զվարճանալ,z ə v ɑ ɾ t͡ʃ ɑ n ɑ l,0
{arm}զվարճանք,z ə v ɑ ɾ t͡ʃ ɑ ŋ kʰ,0
{arm}զտել,z ə t ɛ l,0
{arm}զրադաշտ,z ə ɾ ɑ d ɑ ʃ t,0
{arm}զրահ,z ə ɾ ɑ h,0
{arm}զրահակիր,z ə ɾ ɑ h ɑ k i ɾ,0
{arm}զրկել,z ə ɾ k ɛ l,0
{arm}զրո,z ə ɾ ɔ,0
{arm}զրույց,z ə ɾ u j t͡sʰ,0
{arm}զրուցարան,z ə ɾ u t͡sʰ ɑ ɾ ɑ n,0
{arm}զրուցել,z ə ɾ u t͡sʰ ɛ l,0
{arm}էակ,ɛ j ɑ k,0
{arm}էական,ɛ j ɑ k ɑ n,0
{arm}էգ,ɛ kʰ,0
{arm}էգուց,ɛ kʰ u t͡sʰ,0
{arm}էդ,ɛ d,0
{arm}էդգար,ɛ d ɡ ɑ ɾ,0
{arm}էդո,ɛ d ɔ,0
{arm}էթալ,ɛ tʰ ɑ l,0
{arm}էթիկա,ɛ tʰ i k ɑ,0
{arm}էլբակյան,ɛ l b ɑ k j ɑ n,0
{arm}էլեկտրական,ɛ l ɛ k t ɾ ɑ k ɑ n,0
{arm}էլեկտրականություն,ɛ l ɛ k t ɾ ɑ k ɑ n u tʰ j u n,0
{arm}էլեկտրոլիզ,ɛ l ɛ k t ɾ ɔ l i z,0
{arm}էլեկտրոն,ɛ l ɛ k t ɾ ɔ n,0
{arm}էլեկտրոնային,ɛ l ɛ k t ɾ ɔ n ɑ j i n,0
{arm}էլեմենտ,ɛ l ɛ m ɛ n t,0
{arm}էլեմենտար,ɛ l ɛ m ɛ n t ɑ ɾ,0
{arm}էլեն,ɛ l ɛ n,0
{arm}էլչիբեյ,ɛ l t͡ʃʰ i b ɛ j,0
{arm}էկոլոգիա,ɛ k ɔ l ɔ ɡ j ɑ,0
{arm}էկոնոմիկա,ɛ k ɔ n ɔ m i k ɑ,0
{arm}էկվադոր,ɛ k v ɑ d ɔ ɾ,0
{arm}էկրան,ɛ k ɾ ɑ n,0
{arm}էմիգրանտ,ɛ m i ɡ ɾ ɑ n t,0
{arm}էմին,ɛ m i n,0
{arm}էմիր,ɛ m i ɾ,0
{arm}էմոցիա,ɛ m ɔ t͡sʰ j ɑ,0
{arm}էմպեդոկլես,ɛ m p ɛ d ɔ k l ɛ s,0
{arm}էն,ɛ n,0
{arm}էներգիա,ɛ n ɛ ɾ ɡ j ɑ,0
{arm}էնֆիաջյան,ɛ n f i j ɑ d͡ʒ j ɑ n,0
{arm}էշ,ɛ ʃ,0
{arm}էպիկենտրոն,ɛ p i k ɛ n t ɾ ɔ n,0
{arm}էպիրոս,ɛ p i ɾ ɔ s,0
{arm}էջ,ɛ d͡ʒ,0
{arm}էջմիածին,ɛ t͡ʃʰ m j ɑ t͡s i n,0
{arm}էս,ɛ s,0
{arm}էսկալացիա,ɛ s k ɑ l ɑ t͡sʰ j ɑ,0
{arm}էսսե,ɛ sː ɛ,0
{arm}էստոնական,ɛ s t ɔ n ɑ k ɑ n,0
{arm}էստոնացի,ɛ s t ɔ n ɑ t͡sʰ i,0
{arm}էսօր,ɛ s ɔ ɾ,0
{arm}էվթանազիա,ɛ f tʰ ɑ n ɑ z j ɑ,0
{arm}էվոլյուցիա,ɛ v ɔ l j u t͡sʰ j ɑ,0
{arm}էվոլյուցիոն,ɛ v ɔ l j u t͡sʰ j ɔ n,0
{arm}էտ,ɛ t,0
{arm}էրե,ɛ ɾ ɛ,0
{arm}էրեբունի,ɛ ɾ ɛ b u n i,0
{arm}էրեխա,ɛ ɾ ɛ χ ɑ,0
{arm}էրես,ɛ ɾ ɛ s,0
{arm}էրզրում,ɛ ɾ z ə ɾ u m,0
{arm}էրիկ,ɛ ɾ i k,0
{arm}էրկու,ɛ ɾ k u,0
{arm}էրունջէկ,ɛ ɾ u n d͡ʒ ɛ k,0
{arm}էքսպերիմենտալ,ɛ kʰ s p ɛ ɾ i m ɛ n t ɑ l,0
{arm}էքսպերտ,ɛ kʰ s p ɛ ɾ t,0
{arm}էֆենդի,ɛ f ɛ n d i,0
{arm}ըղձական,ə ʁ d͡z ɑ k ɑ n,0
{arm}ըմբշամարտ,ə m b ʃ ɑ m ɑ ɾ t,0
{arm}ըմպել,ə m p ɛ l,0
{arm}ըմպելիք,ə m p ɛ l i kʰ,0
{arm}ընդամենը,ə n tʰ ɑ m ɛ n ə,0
{arm}ընդավոր,ə n d ɑ v ɔ ɾ,0
{arm}ընդարձակ,ə n tʰ ɑ ɾ t͡sʰ ɑ k,0
{arm}ընդարմանալ,ə n tʰ ɑ ɾ m ɑ n ɑ l,0
{arm}ընդդիմություն,ə n dː i m u tʰ j u n,0
{arm}ընդեղեն,ə n d ɛ ʁ ɛ n,0
{arm}ընդերք,ə n d ɛ ɾ kʰ,0
{arm}ընդլայնել,ə n d l ɑ j n ɛ l,0
{arm}ընդհանրական,ə n tʰ h ɑ n ɾ ɑ k ɑ n,0
{arm}ընդմիշտ,ə n d m i ʃ t,0
{arm}ընդունակ,ə n tʰ u n ɑ k,0
{arm}ընդունակություն,ə n tʰ u n ɑ k u tʰ j u n,0
{arm}ընդունել,ə n tʰ u n ɛ l,0
{arm}ընդունելի,ə n tʰ u n ɛ l i,0
{arm}ընդունում,ə n tʰ u n u m,0
{arm}ընդունված,ə n tʰ u n v ɑ t͡s,0
{arm}ընդվզում,ə n d v ə z u m,0
{arm}ընել,ə n ɛ l,0
{arm}ընթածիր,ə n tʰ ɑ t͡s i ɾ,0
{arm}ընթանալ,ə n tʰ ɑ n ɑ l,0
{arm}ընթաց,ə n tʰ ɑ t͡sʰ,0
{arm}ընթացակարգ,ə n tʰ ɑ t͡sʰ ɑ k ɑ ɾ kʰ,0
{arm}ընթացք,ə n tʰ ɑ t͡sʰ kʰ,0
{arm}ընթացքում,ə n tʰ ɑ t͡sʰ kʰ u m,0
{arm}ընթերցանություն,ə n tʰ ɛ ɾ t͡sʰ ɑ n u tʰ j u n,0
{arm}ընթերցող,ə n tʰ ɛ ɾ t͡sʰ ɔ ʁ,0
{arm}ընթերցում,ə n tʰ ɛ ɾ t͡sʰ u m,0
{arm}ընթրիք,ə n tʰ ɾ i kʰ,0
{arm}ընծա,ə n t͡s ɑ,0
{arm}ընկերություն,ə ŋ k ɛ ɾ u tʰ j u n,0
{arm}ընկերուհի,ə ŋ k ɛ ɾ u h i,0
{arm}ընկեցիկ,ə ŋ k ɛ t͡sʰ i k,0
{arm}ընկղմել,ə ŋ k ʁ m ɛ l,0
{arm}ընկճել,ə ŋ k ə t͡ʃ ɛ l,0
{arm}ընկճվել,ə ŋ k ə t͡ʃ v ɛ l,0
{arm}ընկնել,ə ŋ k n ɛ l,0
{arm}ընկուզենի,ə ŋ k u z ɛ n i,0
{arm}ընկույզ,ə ŋ k u j z,0
{arm}ընձառյուծ,ə n d͡z ɑ r j u t͡s,0
{arm}ընտանեական,ə n t ɑ n j ɑ k ɑ n,0
{arm}ընտանեկան,ə n t ɑ n ɛ k ɑ n,0
{arm}ընտանի,ə n t ɑ n i,0
{arm}ընտիր,ə n t i ɾ,0
{arm}ընտրական,ə n t ɾ ɑ k ɑ n,0
{arm}ընտրակաշառք,ə n t ɾ ɑ k ɑ ʃ ɑ r kʰ,0
{arm}ընտրակեղծարար,ə n t ɾ ɑ k ɛ χ t͡s ɑ ɾ ɑ ɾ,0
{arm}ընտրյալ,ə n t ɾ j ɑ l,0
{arm}ընտրող,ə n t ɾ ɔ ʁ,0
{arm}ընտրություն,ə n t ɾ u tʰ j u n,0
{arm}ընտրվել,ə n t ə ɾ v ɛ l,0
{arm}թագ,tʰ ɑ ɡ,0
{arm}թագավարակ,tʰ ɑ ɡ ɑ v ɑ ɾ ɑ k,0
{arm}թագավոր,tʰ ɑ kʰ ɑ v ɔ ɾ,0
{arm}թագավորություն,tʰ ɑ ɡ ɑ v ɔ ɾ u tʰ j u n,0
{arm}թագուհի,tʰ ɑ kʰ u h i,0
{arm}թադեւոսյան,tʰ ɑ tʰ ɛ v ɔ s j ɑ n,0
{arm}թաթար,tʰ ɑ tʰ ɑ ɾ,0
{arm}թաթարերեն,tʰ ɑ tʰ ɑ ɾ ɛ ɾ ɛ n,0
{arm}թաթերական,tʰ ɑ tʰ ɛ ɾ ɑ k ɑ n,0
{arm}թաթուլ,tʰ ɑ tʰ u l,0
{arm}թաի,tʰ ɑ i,0
{arm}թաիլանդ,tʰ ɑ j l ɑ n d,0
{arm}թալան,tʰ ɑ l ɑ n,0
{arm}թալանչի,tʰ ɑ l ɑ n t͡ʃʰ i,0
{arm}թալիբ,tʰ ɑ l i b,0
{arm}թալիբան,tʰ ɑ l i b ɑ n,0
{arm}թալիշ,tʰ ɑ l i ʃ,0
{arm}թալիշերեն,tʰ ɑ l i ʃ ɛ ɾ ɛ n,0
{arm}թալմուդ,tʰ ɑ l m u d,0
{arm}թախանձել,tʰ ɑ χ ɑ n d͡z ɛ l,0
{arm}թակարդ,tʰ ɑ k ɑ ɾ d,0
{arm}թակոց,tʰ ɑ k ɔ t͡sʰ,0
{arm}թահաթ,tʰ ɑ h ɑ tʰ,0
{arm}թաղ,tʰ ɑ ʁ,0
{arm}թաղանթ,tʰ ɑ ʁ ɑ n tʰ,0
{arm}թաղապետ,tʰ ɑ ʁ ɑ p ɛ t,0
{arm}թաղել,tʰ ɑ ʁ ɛ l,0
{arm}թաղում,tʰ ɑ ʁ u m,0
{arm}թամադա,tʰ ɑ m ɑ d ɑ,0
{arm}թամաշա,tʰ ɑ m ɑ ʃ ɑ,0
{arm}թամիլերեն,tʰ ɑ m i l ɛ ɾ ɛ n,0
{arm}թամիլնադ,tʰ ɑ m i l n ɑ d,0
{arm}թայբեյ,tʰ ɑ j b ɛ j,0
{arm}թայվան,tʰ ɑ j v ɑ n,0
{arm}թայֆա,tʰ ɑ j f ɑ,0
{arm}թայֆուն,tʰ ɑ j f u n,0
{arm}թանաքաձուկ,tʰ ɑ n ɑ kʰ ɑ d͡z u k,0
{arm}թանաքաման,tʰ ɑ n ɑ kʰ ɑ m ɑ n,0
{arm}թանգարան,tʰ ɑ ŋ ɡ ɑ ɾ ɑ n,0
{arm}թանկ,tʰ ɑ ŋ k,0
{arm}թանկարժեք,tʰ ɑ ŋ k ɑ ɾ ʒ ɛ kʰ,0
{arm}թանձր,tʰ ɑ n d͡z ə ɾ,0
{arm}թառ,tʰ ɑ r,0
{arm}թառամ,tʰ ɑ r ɑ m,0
{arm}թառել,tʰ ɑ r ɛ l,0
{arm}թաս,tʰ ɑ s,0
{arm}թավա,tʰ ɑ v ɑ,0
{arm}թավալ,tʰ ɑ v ɑ l,0
{arm}թավուտ,tʰ ɑ v u t,0
{arm}թավջութակ,tʰ ɑ v d͡ʒ u tʰ ɑ k,0
{arm}թավրիզ,tʰ ɑ v ɾ i z,0
{arm}թատերական,tʰ ɑ t ɛ ɾ ɑ k ɑ n,0
{arm}թատրոն,tʰ ɑ t ɾ ɔ n,0
{arm}թարգման,tʰ ɑ ɾ kʰ m ɑ n,0
{arm}թարգմանել,tʰ ɑ ɾ kʰ m ɑ n ɛ l,0
{arm}թարգմանիչ,tʰ ɑ ɾ kʰ m ɑ n i t͡ʃʰ,0
{arm}թարթել,tʰ ɑ ɾ tʰ ɛ l,0
{arm}թարխան,tʰ ɑ ɾ χ ɑ n,0
{arm}թարխանյան,tʰ ɑ ɾ χ ɑ n j ɑ n,0
{arm}թարխուն,tʰ ɑ ɾ χ u n,0
{arm}թարմ,tʰ ɑ ɾ m,0
{arm}թարմանալ,tʰ ɑ ɾ m ɑ n ɑ l,0
{arm}թարմացնել,tʰ ɑ ɾ m ɑ t͡sʰ n ɛ l,0
{arm}թաց,tʰ ɑ t͡sʰ,0
{arm}թացություն,tʰ ɑ t͡sʰ u tʰ j u n,0
{arm}թափել,tʰ ɑ pʰ ɛ l,0
{arm}թափոր,tʰ ɑ pʰ ɔ ɾ,0
{arm}թափուր,tʰ ɑ pʰ u ɾ,0
{arm}թաք,tʰ ɑ kʰ,0
{arm}թաքթաքուր,tʰ ɑ kʰ tʰ ɑ kʰ u ɾ,0
{arm}թաքուստ,tʰ ɑ kʰ u s t,0
{arm}թաքցնել,tʰ ɑ kʰ t͡sʰ ə n ɛ l,0
{arm}թբիլիսի,tʰ ə b i l i s i,0
{arm}թե,tʰ ɛ,0
{arm}թեբե,tʰ ɛ b ɛ,0
{arm}թեեւ,tʰ ɛ j ɛ v,0
{arm}թեզ,tʰ ɛ z,0
{arm}թեզան,tʰ ɛ z ɑ n,0
{arm}թեթեւ,tʰ ɛ tʰ ɛ v,0
{arm}թեթեւաշարժ,tʰ ɛ tʰ ɛ v ɑ ʃ ɑ ɾ ʒ,0
{arm}թեժ,tʰ ɛ ʒ,0
{arm}թել,tʰ ɛ l,0
{arm}թելադրիչ,tʰ ɛ l ɑ d ɾ i t͡ʃʰ,0
{arm}թելավ,tʰ ɛ l ɑ v,0
{arm}թեկնածու,tʰ ɛ k n ɑ t͡s u,0
{arm}թեկուզ,tʰ ɛ k u z,0
{arm}թեհրան,tʰ ɛ h ɾ ɑ n,0
{arm}թեղի,tʰ ɛ ʁ i,0
{arm}թեմա,tʰ ɛ m ɑ,0
{arm}թեյ,tʰ ɛ j,0
{arm}թեյնիկ,tʰ ɛ j n i k,0
{arm}թենիս,tʰ ɛ n i s,0
{arm}թենիսիստ,tʰ ɛ n i s i s t,0
{arm}թենիսիստուհի,tʰ ɛ n i s i s t u h i,0
{arm}թեոդոսիա,tʰ ɛ ɔ d ɔ s j ɑ,0
{arm}թեորեմ,tʰ ɛ ɔ ɾ ɛ m,0
{arm}թեպետ,tʰ ɛ p ɛ t,0
{arm}թեր,tʰ ɛ ɾ,0
{arm}թերագնահատում,tʰ ɛ ɾ ɑ ɡ ə n ɑ h ɑ t u m,0
{arm}թերակղզի,tʰ ɛ ɾ ɑ k ə ʁ z i,0
{arm}թերահավատ,tʰ ɛ ɾ ɑ h ɑ v ɑ t,0
{arm}թերասնում,tʰ ɛ ɾ ɑ s ə n u m,0
{arm}թերթ,tʰ ɛ ɾ tʰ,0
{arm}թերթիկ,tʰ ɛ ɾ tʰ i k,0
{arm}թերթոն,tʰ ɛ ɾ tʰ ɔ n,0
{arm}թերի,tʰ ɛ ɾ i,0
{arm}թերություն,tʰ ɛ ɾ u tʰ j u n,0
{arm}թեւ,tʰ ɛ v,0
{arm}թեւքաճարմանդ,tʰ ɛ f kʰ ɑ t͡ʃ ɑ ɾ m ɑ n d,0
{arm}թեփ,tʰ ɛ pʰ,0
{arm}թեփուկ,tʰ ɛ pʰ u k,0
{arm}թեք,tʰ ɛ kʰ,0
{arm}թեքել,tʰ ɛ kʰ ɛ l,0
{arm}թեքում,tʰ ɛ kʰ u m,0
{arm}թեքվել,tʰ ɛ kʰ v ɛ l,0
