merged_spelling,ipa,langid
{hbs}pokazatelj,p o k ǎ z a t e ʎ,0
{hbs}pokoravati,p o k o r ǎː ʋ a t i,0
{hbs}pomilovati,p ǒ m i l o ʋ a t i,0
{hbs}pomoću,p ô m o t͡ɕ u,0
{hbs}poput,p ô p uː t,0
{hbs}popuštati,p o p ǔː ʃ t a t i,0
{hbs}posao,p ǒ s a o,0
{hbs}posjetilac,p o s j ě t i l a t͡s,0
{hbs}posljednji,p ǒ s ʎ e d ɲ iː,0
{hbs}poslovati,p o s l ǒ ʋ a t i,0
{hbs}posluga,p ô s l u ɡ a,0
{hbs}poslužiti,p o s l ǔː ʒ i t i,0
{hbs}posteljina,p o s t e ʎ ǐ n a,0
{hbs}postiti,p ǒ s t i t i,0
{hbs}postojan,p ǒː s t o j aː n,0
{hbs}postotak,p ǒ s t o t a k,0
{hbs}posveta,p ô s ʋ e t a,0
{hbs}posvećivati,p o s ʋ e t͡ɕ ǐː ʋ a t i,0
{hbs}potvrđivati,p o t ʋ r d͡ʑ ǐː ʋ a t i,0
{hbs}povijati,p o ʋ ǐː j a t i,0
{hbs}povoljno,p ô ʋ oː ʎ n o,0
{hbs}povrijediti,p o ʋ r j ěː d i t i,0
{hbs}pozicija,p ǒ z iː t͡s i j a,0
{hbs}poštovanje,p o ʃ t o ʋ ǎː ɲ e,0
{hbs}praskati,p r â s k a t i,0
{hbs}pratilac,p r ǎ t i l a t͡s,0
{hbs}pravdati,p r âː ʋ d a t i,0
{hbs}pravi,p r âː ʋ iː,0
{hbs}pravodobno,p r â ʋ o d o b n o,0
{hbs}pravovjernost,p r a ʋ o ʋ j ěː r n oː s t,0
{hbs}praznovjeran,p r â z n o ʋ j eː r a n,0
{hbs}precizan,p r ê t͡s iː z a n,0
{hbs}predati,p r ě d a t i,0
{hbs}predomisliti,p r e d ǒ m i s l i t i,0
{hbs}predstavljati,p r ě d s t a ʋ ʎ a t i,0
{hbs}predstavnik,p r ěː d s t aː ʋ n iː k,0
{hbs}preklani,p r ê k l aː n i,0
{hbs}preko,p r ê k o,0
{hbs}prelistati,p r e l ǐ s t a t i,0
{hbs}prenositi,p r e n ǒ s i t i,0
{hbs}preplašiti,p r ě p l a ʃ i t i,0
{hbs}preplivavati,p r e p l i ʋ ǎː ʋ a t i,0
{hbs}prepoznatljivost,p r e p o z n ǎ t ʎ i ʋ oː s t,0
{hbs}preraditi,p r e r ǎː d i t i,0
{hbs}prerezivati,p r e r e z ǐː ʋ a t i,0
{hbs}pres,p r ê s,0
{hbs}preteča,p r ê t e t͡ʃ a,0
{hbs}prethodno,p r ěː t x o d n o,0
{hbs}preuzeti,p r e ǔ z eː t i,0
{hbs}preštampavati,p r e ʃ t a m p ǎː ʋ a t i,0
{hbs}pribaviti,p r ǐ b a ʋ i t i,0
{hbs}približiti,p r i b l ǐː ʒ i t i,0
{hbs}prigodan,p r î ɡ o d a n,0
{hbs}prijatan,p r î j aː t a n,0
{hbs}prijateljstvo,p r i j a t ě ʎ s t ʋ o,0
{hbs}prijevoz,p r j ěː ʋ o z,0
{hbs}prikrasti,p r ǐ k r a s t i,0
{hbs}prikriti,p r ǐ k r i t i,0
{hbs}primenjivati,p r i m e ɲ ǐː ʋ a t i,0
{hbs}primjetan,p r î m j e t a n,0
{hbs}primorati,p r i m ǒː r a t i,0
{hbs}princ,p r î n t͡s,0
{hbs}pripadnica,p r ǐ p a d n i t͡s a,0
{hbs}pripovijetka,p r î p o ʋ i j eː t k a,0
{hbs}priroda,p r ǐː r o d a,0
{hbs}pristupačno,p r î s t u p aː t͡ʃ n o,0
{hbs}pristupiti,p r i s t ǔː p i t i,0
{hbs}pritisnuti,p r ǐ t i s n u t i,0
{hbs}privrednik,p r î ʋ r e d n iː k,0
{hbs}probava,p r ô b a ʋ a,0
{hbs}prodavaonica,p r o d a ʋ a ǒː n i t͡s a,0
{hbs}prodavačica,p r o d a ʋ ǎ t͡ʃ i t͡s a,0
{hbs}produkcija,p r o d ǔ k t͡s i j a,0
{hbs}produktivan,p r ô d u k t iː ʋ a n,0
{hbs}profesionalac,p r o f e s i o n ǎː l a t͡s,0
{hbs}proizvodnja,p r o i z ʋ ǒ d ɲ a,0
{hbs}projekt,p r ǒ j e k t,0
{hbs}prolaziti,p r ǒ l a z i t i,0
{hbs}proljetni,p r ǒ ʎ e t n iː,0
{hbs}promet,p r ǒː m e t,0
{hbs}promjer,p r ǒː m j e r,0
{hbs}promotriti,p r o m ǒ t r i t i,0
{hbs}propan,p r ǒ p aː n,0
{hbs}propovijedati,p r o p o ʋ j ěː d a t i,0
{hbs}proraditi,p r o r ǎː d i t i,0
{hbs}proračunati,p r o r a t͡ʃ ǔ n a t i,0
{hbs}prositi,p r ǒ s i t i,0
{hbs}prostran,p r ǒ s t r a n,0
{hbs}protiv,p r ô t i ʋ,0
{hbs}proučavanje,p r o u t͡ʃ ǎː ʋ aː ɲ e,0
{hbs}provesti,p r ǒ ʋ e s t i,0
{hbs}proširiti,p r o ʃ ǐː r i t i,0
{hbs}publicitet,p u b l i t͡s ǐ t eː t,0
{hbs}pucanj,p ûː t͡s a ɲ,0
{hbs}pucati,p û t s a t i,0
{hbs}pucnjava,p ǔ t͡s ɲ a ʋ a,0
{hbs}putnik,p ûː t n iː k,0
{hbs}pušiti,p û ʃ i t i,0
{hbs}rabiti,r ǎː b i t i,0
{hbs}radar,r â d aː r,0
{hbs}radionica,r a d i ǒː n i t͡s a,0
{hbs}radiostanica,r a d i o s t ǎ n i t͡s a,0
{hbs}radosno,r â d o s n o,0
{hbs}radostan,r â d o s t a n,0
{hbs}ragbi,r â ɡ b i,0
{hbs}rana,r â n a,0
{hbs}rapidno,r â p iː d n o,0
{hbs}raspisati,r a s p ǐː s a t i,0
{hbs}raspolagati,r a s p o l ǎː ɡ a t i,0
{hbs}raspustiti,r a s p ǔ s t i t i,0
{hbs}rast,r âː s t,0
{hbs}rasteretiti,r a s t ě r e t i t i,0
{hbs}rastopiti,r a s t ǒ p i t i,0
{hbs}rastvoriti,r a s t ʋ ǒ r i t i,0
{hbs}razabrati,r a z ǎ b r a t i,0
{hbs}razdvojivost,r a z d ʋ ǒ j i ʋ oː s t,0
{hbs}razlučivati,r a z l u t͡ʃ ǐː ʋ a t i,0
{hbs}razmišljati,r a z m ǐː ʃ ʎ a t i,0
{hbs}razmjenjivati,r a z m j e ɲ ǐː ʋ a t i,0
{hbs}raznijeti,r ǎ z n i j eː t i,0
{hbs}raznolik,r a z n ǒ l i k,0
{hbs}razoriti,r a z ǒ r i t i,0
{hbs}razrada,r âː z r a d a,0
{hbs}razroko,r ǎ z r o k o,0
{hbs}razuman,r â z uː m a n,0
{hbs}razviti,r ǎ z ʋ i t i,0
{hbs}računovodstvo,r a t͡ʃ u n o ʋ ǒ d s t ʋ o,0
{hbs}rađati,r ǎː d͡ʑ a t i,0
{hbs}reagirati,r e a ɡ ǐː r a t i,0
{hbs}realizirati,r e a l i z ǐː r a t i,0
{hbs}rebalans,r ê b a l a n s,0
{hbs}recept,r ě t͡s e p t,0
{hbs}regulacija,r e ɡ u l ǎː t͡s i j a,0
{hbs}rekonstrukcija,r e k o n s t r ǔ k t͡s i j a,0
{hbs}relevantnost,r e l e ʋ ǎ n t n oː s t,0
{hbs}replika,r ě p l i k a,0
{hbs}revolucija,r e ʋ o l ǔː t͡s i j a,0
{hbs}reći,r ê t͡ɕ i,0
{hbs}režim,r ě ʒ iː m,0
{hbs}rijedak,r j ěː d a k,0
{hbs}ritam,r ǐ t a m,0
{hbs}rizično,r î z i t͡ʃ n o,0
{hbs}rječnik,r j êː t͡ʃ n iː k,0
{hbs}rječoslovje,r j e t͡ʃ o s l o v j e,0
{hbs}rob,r ô b,0
{hbs}rodni,r ô d n iː,0
{hbs}romkinja,r ô m k i ɲ a,0
{hbs}rosa,r ǒ s a,0
{hbs}rođenje,r o d͡ʑ ěː ɲ e,0
{hbs}rtanj,r̂ t a ɲ,0
{hbs}ruanda,r ǔ aː n d a,0
{hbs}rud,r ûː d,0
{hbs}rudina,r ǔ d i n a,0
{hbs}rudnik,r ûː d n iː k,0
{hbs}rumenilo,r u m ě n i l o,0
{hbs}rupa,r û p a,0
{hbs}sabor,s ǎː b o r,0
{hbs}sabranost,s â b r aː n oː s t,0
{hbs}saditi,s ǎː d i t i,0
{hbs}salata,s a l ǎː t a,0
{hbs}samouvjereno,s a m o ǔ ʋ j e r e n o,0
{hbs}samovolja,s a m ǒ ʋ o ʎ a,0
{hbs}saopćiti,s a ǒ p t͡ɕ i t i,0
{hbs}sastojak,s ǎː s t o j a k,0
{hbs}sat,s âː t,0
{hbs}savet,s ǎː ʋ e t,0
{hbs}savijati,s a ʋ ǐː j a t i,0
{hbs}sačekati,s ǎ t͡ʃ e k a t i,0
{hbs}sažetak,s a ʒ ěː t a k,0
{hbs}scenarij,s t͡s ě n aː r iː j,0
{hbs}sedmi,s ê d m iː,0
{hbs}seljakinja,s e ʎ ǎ k i ɲ a,0
{hbs}senator,s ě n aː t o r,0
{hbs}senzacija,s e n z ǎː t͡s i j a,0
{hbs}sevastopolj,s e ʋ a s t ǒ p o ʎ,0
{hbs}shvaćati,s x ʋ â t͡ɕ a t i,0
{hbs}simbolično,s i m b ǒ l i t͡ʃ n o,0
{hbs}simulator,s i m ǔ l aː t o r,0
{hbs}sindikat,s i n d ǐ k aː t,0
{hbs}sipa,s î p a,0
{hbs}siromašan,s i r ǒ m a ʃ a n,0
{hbs}sitan,s ǐ t a n,0
{hbs}sjajan,s j ǎː j a n,0
{hbs}skica,s k î t͡s a,0
{hbs}skijati,s k î j a t i,0
{hbs}skladba,s k l ǎ d b a,0
{hbs}sklonost,s k l ô n oː s t,0
{hbs}skok,s k ô k,0
{hbs}skrivati,s k r ǐː ʋ a t i,0
{hbs}skrovište,s k r ô ʋ iː ʃ t e,0
{hbs}skroz,s k r ôː z,0
{hbs}skupa,s k û p a,0
{hbs}skupljati,s k ǔː p ʎ a t i,0
{hbs}slabašan,s l â b aː ʃ a n,0
{hbs}sladić,s l ǎ d i t͡ɕ,0
{hbs}slamati,s l ǎː m a t i,0
{hbs}slamka,s l âː m k a,0
{hbs}slanost,s l ǎː n oː s t,0
{hbs}slastica,s l ǎ s t i t͡s a,0
{hbs}slavonija,s l ǎ ʋ oː n i j a,0
{hbs}slavonski,s l ǎ ʋ oː n s k iː,0
{hbs}slovenija,s l ǒ ʋ eː n i j a,0
{hbs}složiti,s l ǒ ʒ i t i,0
{hbs}slutiti,s l ǔː t i t i,0
{hbs}služba,s l ǔ ʒ b a,0
{hbs}smesta,s m ê s t a,0
{hbs}smiješno,s m j ěː ʃ n o,0
{hbs}smještaj,s m j ê ʃ t aː j,0
{hbs}smokva,s m ô k ʋ a,0
{hbs}smoći,s m ô t͡ɕ i,0
{hbs}snalaziti,s n ǎ l a z i t i,0
{hbs}snaći,s n âː t͡ɕ i,0
{hbs}sobica,s ô b i t͡s a,0
{hbs}softver,s ô f t ʋ eː r,0
{hbs}specifično,s p e t͡s ǐ f i t͡ʃ n o,0
{hbs}specijalno,s p ê t͡s i j aː l n o,0
{hbs}spekulativan,s p ê k u l a t iː ʋ a n,0
{hbs}speleolog,s p e l e ǒ l o ɡ,0
{hbs}spirala,s p i r ǎː l a,0
{hbs}split,s p l î t,0
{hbs}spljošten,s p ʎ ô ʃ t e n,0
{hbs}spretan,s p r ê t a n,0
{hbs}sprijeda,s p r j ěː d a,0
{hbs}središnji,s r ě d i ʃ ɲ iː,0
{hbs}srednji,s r ê d ɲ iː,0
{hbs}sretati,s r ê t a t i,0
{hbs}srkati,s řː k a t i,0
{hbs}srpanj,s r̂ː p a ɲ,0
{hbs}srž,s r̂ː ʒ,0
{hbs}stabilno,s t â b iː l n o,0
{hbs}stabljika,s t ǎ b ʎ i k a,0
{hbs}standard,s t ǎ n d a r d,0
{hbs}stanište,s t â n iː ʃ t e,0
{hbs}starački,s t â r a t͡ʃ k iː,0
{hbs}statika,s t ǎ t i k a,0
{hbs}statusni,s t ǎː t u s n iː,0
{hbs}statut,s t ǎ t uː t,0
{hbs}staž,s t âː ʒ,0
{hbs}strahota,s t r a x ǒ t a,0
{hbs}stran,s t r âː n,0
{hbs}stranka,s t r â n k a,0
{hbs}stupiti,s t ǔː p i t i,0
{hbs}suditi,s ǔː d i t i,0
{hbs}sumnjati,s ǔː m ɲ a t i,0
{hbs}suprotan,s ǔ p r o t a n,0
{hbs}surovo,s ǔ r o ʋ o,0
{hbs}svadba,s ʋ ǎ d b a,0
{hbs}svaki,s ʋ â k iː,0
{hbs}svakidašnji,s ʋ â k i d a ʃ ɲ iː,0
{hbs}svako,s ʋ â k o,0
{hbs}svet,s ʋ êː t,0
{hbs}svidjeti,s ʋ î d j e t i,0
{hbs}svojedobno,s ʋ ô j e d o b n o,0
{hbs}svojevoljno,s ʋ ô j e ʋ oː ʎ n o,0
{hbs}svrab,s ʋ r âː b,0
{hbs}svrstavati,s ʋ r s t ǎː ʋ a t i,0
{hbs}tada,t ǎ d aː,0
{hbs}tajna,t âː j n a,0
{hbs}tajno,t âː j n o,0
{hbs}takođe,t a k ǒː d͡ʑ e,0
{hbs}tanak,t â n a k,0
{hbs}tarifa,t a r ǐː f a,0
{hbs}telefonija,t e l e f ǒ n i j a,0
{hbs}televizor,t e l ě ʋ iː z o r,0
{hbs}tendenciozan,t ê n d e n t͡s i oː z a n,0
{hbs}teologija,t e o l ǒ ɡ i j a,0
{hbs}tepih,t ě p i x,0
{hbs}terapija,t e r ǎ p i j a,0
{hbs}test,t ê s t,0
{hbs}tezga,t ě z ɡ a,0
{hbs}tipično,t ǐ p i t͡ʃ n o,0
{hbs}titula,t î t u l a,0
{hbs}tobdžija,t ǒ b d͡ʒ i j a,0
{hbs}tolerancija,t o l e r ǎ n t͡s i j a,0
{hbs}točka,t ô t͡ʃ k a,0
{hbs}tragičar,t r ǎ ɡ i t͡ʃ aː r,0
{hbs}trahtur,t r ǎ x t uː r,0
{hbs}transparentno,t r a n s p ǎ r e n t n o,0
{hbs}tref,t r ê f,0
{hbs}trener,t r ěː n e r,0
{hbs}trenirati,t r e n ǐː r a t i,0
{hbs}trenutan,t r ê n uː t a n,0
{hbs}tresti,t r êː s t i,0
{hbs}tretirati,t r e t ǐː r a t i,0
{hbs}trilogija,t r i l ǒ ɡ i j a,0
{hbs}trolejbus,t r o l ěː j b u s,0
{hbs}trzaj,t r̂ z aː j,0
{hbs}tumor,t ûː m o r,0
{hbs}tvrdnja,t ʋ řː d ɲ a,0
{hbs}ubod,ǔː b o d,0
{hbs}ubrizgavati,u b r i z ɡ ǎː ʋ a t i,0
{hbs}ubrzati,u b ř z a t i,0
{hbs}ucjena,û t͡s j e n a,0
{hbs}ucjenjivati,u t͡s j e ɲ ǐː ʋ a t i,0
{hbs}udaljenost,ǔ d aː ʎ e n oː s t,0
{hbs}udariti,ǔ d a r i t i,0
{hbs}udovica,u d ǒ ʋ i t͡s a,0
{hbs}udruga,û d r u ɡ a,0
{hbs}ugled,û ɡ l eː d,0
{hbs}ugljik,ǔ ɡ ʎ iː k,0
{hbs}ugoditi,u ɡ ǒ d i t i,0
{hbs}ukrasiti,u k r ǎː s i t i,0
{hbs}ukus,ǔ k u s,0
{hbs}ulepšati,u l ě p ʃ a t i,0
{hbs}uljepšati,u ʎ ě p ʃ a t i,0
{hbs}ulog,ǔː l o ɡ,0
{hbs}uložiti,u l ǒ ʒ i t i,0
{hbs}umak,û m aː k,0
{hbs}umirovljenik,u m i r o ʋ ʎ ě n iː k,0
{hbs}umoriti,u m ǒ r i t i,0
{hbs}umrijeti,ǔ m r j eː t i,0
{hbs}unositi,u n ǒ s i t i,0
{hbs}upecati,ǔ p e t͡s a t i,0
{hbs}upisati,u p ǐː s a t i,0
{hbs}upit,ǔ p i t,0
{hbs}upoznavati,u p o z n ǎː ʋ a t i,0
{hbs}upozoriti,u p o z ǒ r i t i,0
{hbs}uprava,û p r a ʋ a,0
{hbs}urban,û r b aː n,0
{hbs}urugvajac,u r u ɡ ʋ ǎː j a t͡s,0
{hbs}useljenik,u s ě ʎ e n iː k,0
{hbs}uslov,ǔː s l o ʋ,0
{hbs}usmeriti,ǔ s m e r i t i,0
{hbs}ustanak,ǔ s t a n a k,0
{hbs}ustroj,ǔː s t r o j,0
{hbs}utakmica,ǔ t a k m i t͡s a,0
{hbs}utičnica,ǔ t i t͡ʃ n i t͡s a,0
{hbs}utvrditi,u t ʋ řː d i t i,0
{hbs}uvjerljivost,u ʋ j ě r ʎ i ʋ oː s t,0
{hbs}uz,u z,0
{hbs}učenjak,u t͡ʃ ě ɲ aː k,0
{hbs}učinak,ǔ t͡ʃ i n a k,0
{hbs}učiti,ǔ t͡ʃ i t i,0
{hbs}uštedjeti,u ʃ t ěː d j e t i,0
{hbs}užasno,û ʒ aː s n o,0
{hbs}vaditi,ʋ â d i t i,0
{hbs}varga,ʋ âː r ɡ a,0
{hbs}varoš,v aː r o ʃ,0
{hbs}veleposlanica,ʋ e l e p ǒ s l a n i t͡s a,0
{hbs}velikodušnost,ʋ e l i k ǒ d u ʃ n oː s t,0
{hbs}venac,ʋ ěː n a t͡s,0
{hbs}ventil,ʋ ě n t iː l,0
{hbs}verzija,ʋ ě r z i j a,0
{hbs}veslačica,ʋ e s l ǎ t͡ʃ i t͡s a,0
{hbs}vezati,ʋ ěː z a t i,0
{hbs}večerati,ʋ ě t͡ʃ e r a t i,0
{hbs}večernji,ʋ ě t͡ʃ eː r ɲ iː,0
{hbs}vijenac,ʋ i j ěː n a t͡s,0
{hbs}vijeće,ʋ i j ěː t͡ɕ e,0
{hbs}vijuga,ʋ ǐ j u ɡ a,0
{hbs}viski,ʋ î s k i,0
{hbs}vještak,ʋ j ě ʃ t aː k,0
{hbs}vježba,ʋ j ê ʒ b a,0
{hbs}voda,ʋ ǒ d a,0
{hbs}vojskovođa,ʋ ô j s k o ʋ o d͡ʑ a,0
{hbs}vojvodina,ʋ ǒ j ʋ o d i n a,0
{hbs}vozilo,ʋ ǒ z i l o,0
{hbs}vrana,ʋ r â n a,0
{hbs}vrelište,ʋ r ê l iː ʃ t e,0
{hbs}vrijeme,ʋ r i j ěː m e,0
{hbs}vučić,ʋ ǔ t͡ʃ i t͡ɕ,0
{hbs}zadirkivati,z a d i r k ǐː ʋ a t i,0
{hbs}zagorčati,z a ɡ ǒ r t͡ʃ a t i,0
{hbs}zahtijevati,z a x t j ěː ʋ a t i,0
{hbs}zajednica,z â j e d n i t͡s a,0
{hbs}zakočiti,z a k ǒː t͡ʃ i t i,0
{hbs}zamijeniti,z a m j ěː n i t i,0
{hbs}zanimljiv,z a n ǐ m ʎ i ʋ,0
{hbs}zaprositi,z a p r ǒ s i t i,0
{hbs}zaslužiti,z a s l ǔː ʒ i t i,0
{hbs}zatiljak,z ǎː t i ʎ a k,0
{hbs}zaton,z ǎː t o n,0
{hbs}zauvijek,z ǎ u ʋ j eː k,0
{hbs}zavaravati,z a ʋ a r ǎː ʋ a t i,0
{hbs}zavodnica,z ǎː ʋ o d n i t͡s a,0
{hbs}zavodnik,z ǎː ʋ o d n iː k,0
{hbs}začeti,z ǎ t͡ʃ eː t i,0
{hbs}zdepast,z d ê p a s t,0
{hbs}zdrav,z d r â ʋ,0
{hbs}zdravstveno,z d r ǎ ʋ s t ʋ e n o,0
{hbs}zemlja,z ě m ʎ a,0
{hbs}znalac,z n ǎː l a t͡s,0
{hbs}znati,z n â t i,0
{hbs}značiti,z n ǎː t͡ʃ i t i,0
{hbs}zora,z ǒ r a,0
{hbs}zov,z ôː ʋ,0
{hbs}zoveš,z ǒ ʋ e ʃ,0
{hbs}zvjezdan,z ʋ j ě z d a n,0
{hbs}zvonik,z ʋ ǒ n iː k,0
{hbs}zvoniti,z ʋ ǒ n i t i,0
{hbs}čador,t ʃ â d o r,0
{hbs}čarolija,t͡ʃ a r ǒ l i j a,0
{hbs}časnik,t͡ʃ âː s n iː k,0
{hbs}časopis,t͡ʃ â s o p iː s,0
{hbs}čaša,t͡ʃ â ʃ a,0
{hbs}ček,t͡ʃ ê k,0
{hbs}čekati,t͡ʃ ê k a t i,0
{hbs}češka,t͡ʃ ê ʃ k aː,0
{hbs}čileanski,t͡ʃ i l ě aː n s k iː,0
{hbs}činjenica,t͡ʃ î ɲ e n i t͡s a,0
{hbs}činovnik,t͡ʃ i n ǒ ʋ n iː k,0
{hbs}čip,t͡ʃ î p,0
{hbs}čistoća,t͡ʃ i s t ǒ t͡ɕ a,0
{hbs}član,t͡ʃ l âː n,0
{hbs}čudno,t͡ʃ û d n o,0
{hbs}čuvar,t͡ʃ ǔ ʋ aː r,0
{hbs}šahovski,ʃ ǎ x o ʋ s k iː,0
{hbs}šaljiv,ʃ ǎ ʎ i ʋ,0
{hbs}šamija,ʃ ǎː m i j a,0
{hbs}šampion,ʃ a m p ǐ oː n,0
{hbs}šarenica,ʃ a r ě n i t͡s a,0
{hbs}šezdeset,ʃ e z d ě s eː t,0
{hbs}široko,ʃ i r ǒ k o,0
{hbs}škoda,ʃ k ô d a,0
{hbs}škot,ʃ k ô t,0
{hbs}škotska,ʃ k ô t s k aː,0
{hbs}škrtost,ʃ k r̂ t oː s t,0
{hbs}šljaka,ʃ ʎ â k a,0
{hbs}šloser,ʃ l ô s e r,0
{hbs}španija,ʃ p âː n i j a,0
{hbs}šrot,ʃ r ô t,0
{hbs}štaviše,ʃ t ǎ ʋ i ʃ e,0
{hbs}štedjeti,ʃ t ěː d j e t i,0
{hbs}štednja,ʃ t ěː d ɲ a,0
{hbs}šum,ʃ ûː m,0
{hbs}šuma,ʃ û m a,0
{hbs}žalilac,ʒ ǎ l i l a t͡s,0
{hbs}žaljenje,ʒ â ʎ eː ɲ e,0
{hbs}žalosno,ʒ â l o s n o,0
{hbs}žamor,ʒ âː m o r,0
{hbs}želja,ʒ ê ʎ a,0
{hbs}željeti,ʒ ě ʎ e t i,0
{hbs}željeznica,ʒ ě ʎ e z n i t͡s a,0
{hbs}ženka,ʒ êː n k a,0
{hbs}žestoko,ʒ e s t ǒ k o,0
