merged_spelling,ipa,langid,spelling_pretrain,langid_pretrain
{vie}chó sói lửa,t͡ɕ ɔ ˧˦ s ɔ j ˧˦ l ɨ ə ˧˩,0,chó sói lửa,0
{vie}chó sói đất,t͡ɕ ɔ ˧˦ s ɔ j ˧˦ ʔ ɗ ə t̚ ˧˦,0,chó sói đất,0
{vie}chó vàng,t͡ɕ ɔ ˧˦ v aː ŋ ˨˩,0,chó vàng,0
{vie}chó đốm,t͡ɕ ɔ ˧˦ ʔ ɗ o m ˧˦,0,chó đốm,0
{vie}chói,t͡ɕ ɔ j ˧˦,0,chói,0
{vie}chóng,t͡ɕ a w ŋ͡m ˧˦,0,chóng,0
{vie}chóp,t͡ɕ ɔ p̚ ˧˦,0,chóp,0
{vie}chót,t͡ɕ ɔ t̚ ˧˦,0,chót,0
{vie}chôm,t͡ɕ o m ˧˧,0,chôm,0
{vie}chôm chôm,t͡ɕ o m ˧˧ t͡ɕ o m ˧˧,0,chôm chôm,0
{vie}chôn,t͡ɕ o n ˧˧,0,chôn,0
{vie}chông,t͡ɕ ə w ŋ͡m ˧˧,0,chông,0
{vie}chùa,t͡ɕ u ə ˨˩,0,chùa,0
{vie}chùi,t͡ɕ u j ˨˩,0,chùi,0
{vie}chùm,t͡ɕ u m ˨˩,0,chùm,0
{vie}chùm bao,t͡ɕ u m ˨˩ ʔ ɓ aː w ˧˧,0,chùm bao,0
{vie}chùm ruột,t͡ɕ u m ˨˩ z u ə t̚ ˧˨ ʔ,0,chùm ruột,0
{vie}chùn,t͡ɕ u n ˨˩,0,chùn,0
{vie}chú,t͡ɕ u ˧˦,0,chú,0
{vie}chú giải,t͡ɕ u ˧˦ z aː j ˧˩,0,chú giải,0
{vie}chú lùn,t͡ɕ u ˧˦ l u n ˨˩,0,chú lùn,0
{vie}chú trọng,t͡ɕ u ˧˦ t͡ɕ a w ŋ͡m ˧˨ ʔ,0,chú trọng,0
{vie}chú ý,t͡ɕ u ˧˦ ʔ i ˧˦,0,chú ý,0
{vie}chúa,t͡ɕ u ə ˧˦,0,chúa,0
{vie}chúa nhật,t͡ɕ u ə ˧˦ ɲ ə t̚ ˧˨ ʔ,0,chúa nhật,0
{vie}chúa sơn lâm,t͡ɕ u ə ˧˦ s əː n ˧˧ l ə m ˧˧,0,chúa sơn lâm,0
{vie}chúc,t͡ɕ ʊ w k͡p̚ ˧˦,0,chúc,0
{vie}chúc anh ngủ ngon,t͡ɕ ʊ w k͡p̚ ˧˦ ʔ a j ŋ̟ ˧˧ ŋ u ˧˩ ŋ ɔ n ˧˧,0,chúc anh ngủ ngon,0
{vie}chúc cả nhà ngủ ngon,t͡ɕ ʊ w k͡p̚ ˧˦ k aː ˧˩ ɲ aː ˨˩ ŋ u ˧˩ ŋ ɔ n ˧˧,0,chúc cả nhà ngủ ngon,0
{vie}chúc em ngủ ngon,t͡ɕ ʊ w k͡p̚ ˧˦ ʔ ɛ m ˧˧ ŋ u ˧˩ ŋ ɔ n ˧˧,0,chúc em ngủ ngon,0
{vie}chúc mừng,t͡ɕ ʊ w k͡p̚ ˧˦ m ɨ ŋ ˨˩,0,chúc mừng,0
{vie}chúc mừng năm mới,t͡ɕ ʊ w k͡p̚ ˧˦ m ɨ ŋ ˨˩ n a m ˧˧ m əː j ˧˦,0,chúc mừng năm mới,0
{vie}chúc mừng sinh nhật,t͡ɕ ʊ w k͡p̚ ˧˦ m ɨ ŋ ˨˩ s ï ŋ ˧˧ ɲ ə t̚ ˧˨ ʔ,0,chúc mừng sinh nhật,0
{vie}chúi,t͡ɕ u j ˧˦,0,chúi,0
{vie}chúng,t͡ɕ ʊ w ŋ͡m ˧˦,0,chúng,0
{vie}chúng mình,t͡ɕ ʊ w ŋ͡m ˧˦ m ï ŋ ˨˩,0,chúng mình,0
{vie}chúng nó,t͡ɕ ʊ w ŋ͡m ˧˦ n ɔ ˧˦,0,chúng nó,0
{vie}chúng sinh,t͡ɕ ʊ w ŋ͡m ˧˦ s ï ŋ ˧˧,0,chúng sinh,0
{vie}chút,t͡ɕ u t̚ ˧˦,0,chút,0
{vie}chăm chỉ,t͡ɕ a m ˧˧ t͡ɕ i ˧˩,0,chăm chỉ,0
{vie}chăm lo,t͡ɕ a m ˧˧ l ɔ ˧˧,0,chăm lo,0
{vie}chăm sóc,t͡ɕ a m ˧˧ s a w k͡p̚ ˧˦,0,chăm sóc,0
{vie}chăng,t͡ɕ a ŋ ˧˧,0,chăng,0
{vie}chơi,t͡ɕ əː j ˧˧,0,chơi,0
{vie}chơi ác,t͡ɕ əː j ˧˧ ʔ aː k̚ ˧˦,0,chơi ác,0
{vie}chưa,t͡ɕ ɨ ə ˧˧,0,chưa,0
{vie}chưng,t͡ɕ ɨ ŋ ˧˧,0,chưng,0
{vie}chưng cất,t͡ɕ ɨ ŋ ˧˧ k ə t̚ ˧˦,0,chưng cất,0
{vie}chương,t͡ɕ ɨ ə ŋ ˧˧,0,chương,0
{vie}chương trình,t͡ɕ ɨ ə ŋ ˧˧ t͡ɕ ï ŋ ˨˩,0,chương trình,0
{vie}chước,t͡ɕ ɨ ə k̚ ˧˦,0,chước,0
{vie}chướng ngại,t͡ɕ ɨ ə ŋ ˧˦ ŋ aː j ˧˨ ʔ,0,chướng ngại,0
{vie}chưởng cơ,t͡ɕ ɨ ə ŋ ˧˩ k əː ˧˧,0,chưởng cơ,0
{vie}chưởng dinh,t͡ɕ ɨ ə ŋ ˧˩ z ï ŋ ˧˧,0,chưởng dinh,0
{vie}chạm,t͡ɕ aː m ˧˨ ʔ,0,chạm,0
{vie}chạng,t͡ɕ aː ŋ ˧˨ ʔ,0,chạng,0
{vie}chạng vạng,t͡ɕ aː ŋ ˧˨ ʔ v aː ŋ ˧˨ ʔ,0,chạng vạng,0
{vie}chạnh,t͡ɕ a j ŋ̟ ˧˨ ʔ,0,chạnh,0
{vie}chạo,t͡ɕ aː w ˧˨ ʔ,0,chạo,0
{vie}chạp,t͡ɕ aː p̚ ˧˨ ʔ,0,chạp,0
{vie}chạy,t͡ɕ a j ˧˨ ʔ,0,chạy,0
{vie}chạy đua,t͡ɕ a j ˧˨ ʔ ʔ ɗ u ə ˧˧,0,chạy đua,0
{vie}chả,t͡ɕ aː ˧˩,0,chả,0
{vie}chả giò,t͡ɕ aː ˧˩ z ɔ ˨˩,0,chả giò,0
{vie}chả lụa,t͡ɕ aː ˧˩ l u ə ˧˨ ʔ,0,chả lụa,0
{vie}chải,t͡ɕ aː j ˧˩,0,chải,0
{vie}chảnh,t͡ɕ a j ŋ̟ ˧˩,0,chảnh,0
{vie}chảo,t͡ɕ aː w ˧˩,0,chảo,0
{vie}chảy,t͡ɕ a j ˧˩,0,chảy,0
{vie}chảy máu chất xám,t͡ɕ a j ˧˩ m a w ˧˦ t͡ɕ ə t̚ ˧˦ s aː m ˧˦,0,chảy máu chất xám,0
{vie}chấm,t͡ɕ ə m ˧˦,0,chấm,0
{vie}chấn,t͡ɕ ə n ˧˦,0,chấn,0
{vie}chấn chỉnh,t͡ɕ ə n ˧˦ t͡ɕ ï ŋ ˧˩,0,chấn chỉnh,0
{vie}chấn song,t͡ɕ ə n ˧˦ s a w ŋ͡m ˧˧,0,chấn song,0
{vie}chấp nhận,t͡ɕ ə p̚ ˧˦ ɲ ə n ˧˨ ʔ,0,chấp nhận,0
{vie}chấp thuận,t͡ɕ ə p̚ ˧˦ tʰ w ə n ˧˨ ʔ,0,chấp thuận,0
{vie}chất,t͡ɕ ə t̚ ˧˦,0,chất,0
{vie}chất bảo quản,t͡ɕ ə t̚ ˧˦ ʔ ɓ aː w ˧˩ k w aː n ˧˩,0,chất bảo quản,0
{vie}chất diệp lục,t͡ɕ ə t̚ ˧˦ z i ə p̚ ˧˨ ʔ l ʊ w k͡p̚ ˧˨ ʔ,0,chất diệp lục,0
{vie}chất lỏng,t͡ɕ ə t̚ ˧˦ l a w ŋ͡m ˧˩,0,chất lỏng,0
{vie}chất phác,t͡ɕ ə t̚ ˧˦ f aː k̚ ˧˦,0,chất phác,0
{vie}chất xám,t͡ɕ ə t̚ ˧˦ s aː m ˧˦,0,chất xám,0
{vie}chất độc da cam,t͡ɕ ə t̚ ˧˦ ʔ ɗ ə w k͡p̚ ˧˨ ʔ z aː ˧˧ k aː m ˧˧,0,chất độc da cam,0
{vie}chấy,t͡ɕ ə j ˧˦,0,chấy,0
{vie}chấy rận,t͡ɕ ə j ˧˦ z ə n ˧˨ ʔ,0,chấy rận,0
{vie}chầm chậm,t͡ɕ ə m ˨˩ t͡ɕ ə m ˧˨ ʔ,0,chầm chậm,0
{vie}chầu,t͡ɕ ə w ˨˩,0,chầu,0
{vie}chầu văn,t͡ɕ ə w ˨˩ v a n ˧˧,0,chầu văn,0
{vie}chậc,t͡ɕ ə k̚ ˧˨ ʔ,0,chậc,0
{vie}chậm,t͡ɕ ə m ˧˨ ʔ,0,chậm,0
{vie}chật,t͡ɕ ə t̚ ˧˨ ʔ,0,chật,0
{vie}chật ních,t͡ɕ ə t̚ ˧˨ ʔ n ï k̟̚ ˧˦,0,chật ních,0
{vie}chật vật,t͡ɕ ə t̚ ˧˨ ʔ v ə t̚ ˧˨ ʔ,0,chật vật,0
{vie}chậu,t͡ɕ ə w ˧˨ ʔ,0,chậu,0
{vie}chắc,t͡ɕ a k̚ ˧˦,0,chắc,0
{vie}chắc chắn,t͡ɕ a k̚ ˧˦ t͡ɕ a n ˧˦,0,chắc chắn,0
{vie}chắc như đinh đóng cột,t͡ɕ a k̚ ˧˦ ɲ ɨ ˧˧ ʔ ɗ ï ŋ ˧˧ ʔ ɗ a w ŋ͡m ˧˦ k o t̚ ˧˨ ʔ,0,chắc như đinh đóng cột,0
{vie}chắc nịch,t͡ɕ a k̚ ˧˦ n ï k̟̚ ˧˨ ʔ,0,chắc nịch,0
{vie}chắn,t͡ɕ a n ˧˦,0,chắn,0
{vie}chắn song,t͡ɕ a n ˧˦ s a w ŋ͡m ˧˧,0,chắn song,0
{vie}chắp,t͡ɕ a p̚ ˧˦,0,chắp,0
{vie}chắt,t͡ɕ a t̚ ˧˦,0,chắt,0
{vie}chằng,t͡ɕ a ŋ ˨˩,0,chằng,0
{vie}chẳng,t͡ɕ a ŋ ˧˩,0,chẳng,0
{vie}chẵn,t͡ɕ a n ˦ˀ˥,0,chẵn,0
{vie}chặc,t͡ɕ a k̚ ˧˨ ʔ,0,chặc,0
{vie}chặn,t͡ɕ a n ˧˨ ʔ,0,chặn,0
{vie}chặng,t͡ɕ a ŋ ˧˨ ʔ,0,chặng,0
{vie}chặt,t͡ɕ a t̚ ˧˨ ʔ,0,chặt,0
{vie}chặt chẽ,t͡ɕ a t̚ ˧˨ ʔ t͡ɕ ɛ ˦ˀ˥,0,chặt chẽ,0
{vie}chẻ,t͡ɕ ɛ ˧˩,0,chẻ,0
{vie}chẽn,t͡ɕ ɛ n ˦ˀ˥,0,chẽn,0
{vie}chế,t͡ɕ e ˧˦,0,chế,0
{vie}chế biến,t͡ɕ e ˧˦ ʔ ɓ i ə n ˧˦,0,chế biến,0
{vie}chế giễu,t͡ɕ e ˧˦ z i ə w ˦ˀ˥,0,chế giễu,0
{vie}chế nhạo,t͡ɕ e ˧˦ ɲ aː w ˧˨ ʔ,0,chế nhạo,0
{vie}chế tài,t͡ɕ e ˧˦ t aː j ˨˩,0,chế tài,0
{vie}chế xuất,t͡ɕ e ˧˦ s w ə t̚ ˧˦,0,chế xuất,0
{vie}chế độ ăn kiêng,t͡ɕ e ˧˦ ʔ ɗ o ˧˨ ʔ ʔ a n ˧˧ k i ə ŋ ˧˧,0,chế độ ăn kiêng,0
{vie}chết,t͡ɕ e t̚ ˧˦,0,chết,0
{vie}chết đuối,t͡ɕ e t̚ ˧˦ ʔ ɗ u ə j ˧˦,0,chết đuối,0
{vie}chệch,t͡ɕ ə j k̟̚ ˧˨ ʔ,0,chệch,0
{vie}chỉ,t͡ɕ i ˧˩,0,chỉ,0
{vie}chỉ sự,t͡ɕ i ˧˩ s ɨ ˧˨ ʔ,0,chỉ sự,0
{vie}chỉ tiêu,t͡ɕ i ˧˩ t i ə w ˧˧,0,chỉ tiêu,0
{vie}chỉnh,t͡ɕ ï ŋ ˧˩,0,chỉnh,0
{vie}chỉnh trang,t͡ɕ ï ŋ ˧˩ t͡ɕ aː ŋ ˧˧,0,chỉnh trang,0
{vie}chị gái,t͡ɕ i ˧˨ ʔ ɣ aː j ˧˦,0,chị gái,0
{vie}chị hằng,t͡ɕ i ˧˨ ʔ h a ŋ ˨˩,0,chị hằng,0
{vie}chịch,t͡ɕ ï k̟̚ ˧˨ ʔ,0,chịch,0
{vie}chịu chơi,t͡ɕ i w ˧˨ ʔ t͡ɕ əː j ˧˧,0,chịu chơi,0
{vie}chọc,t͡ɕ a w k͡p̚ ˧˨ ʔ,0,chọc,0
{vie}chọc lét,t͡ɕ a w k͡p̚ ˧˨ ʔ l ɛ t̚ ˧˦,0,chọc lét,0
{vie}chọi,t͡ɕ ɔ j ˧˨ ʔ,0,chọi,0
{vie}chọt,t͡ɕ ɔ t̚ ˧˨ ʔ,0,chọt,0
{vie}chỏm,t͡ɕ ɔ m ˧˩,0,chỏm,0
{vie}chốc,t͡ɕ ə w k͡p̚ ˧˦,0,chốc,0
{vie}chốc lát,t͡ɕ ə w k͡p̚ ˧˦ l aː t̚ ˧˦,0,chốc lát,0
{vie}chối,t͡ɕ o j ˧˦,0,chối,0
{vie}chống,t͡ɕ ə w ŋ͡m ˧˦,0,chống,0
{vie}chống chếnh,t͡ɕ ə w ŋ͡m ˧˦ t͡ɕ ə j ŋ̟ ˧˦,0,chống chếnh,0
{vie}chống nạnh,t͡ɕ ə w ŋ͡m ˧˦ n a j ŋ̟ ˧˨ ʔ,0,chống nạnh,0
{vie}chống trả,t͡ɕ ə w ŋ͡m ˧˦ t͡ɕ aː ˧˩,0,chống trả,0
{vie}chốt,t͡ɕ o t̚ ˧˦,0,chốt,0
{vie}chồm,t͡ɕ o m ˨˩,0,chồm,0
{vie}chồm hỗm,t͡ɕ o m ˨˩ h o m ˦ˀ˥,0,chồm hỗm,0
{vie}chồn,t͡ɕ o n ˨˩,0,chồn,0
{vie}chồng,t͡ɕ ə w ŋ͡m ˨˩,0,chồng,0
{vie}chổi,t͡ɕ o j ˧˩,0,chổi,0
{vie}chổng kềnh,t͡ɕ ə w ŋ͡m ˧˩ k ə j ŋ̟ ˨˩,0,chổng kềnh,0
{vie}chỗ,t͡ɕ o ˦ˀ˥,0,chỗ,0
{vie}chỗ đứng,t͡ɕ o ˦ˀ˥ ʔ ɗ ɨ ŋ ˧˦,0,chỗ đứng,0
{vie}chộ,t͡ɕ o ˧˨ ʔ,0,chộ,0
{vie}chộp,t͡ɕ o p̚ ˧˨ ʔ,0,chộp,0
{vie}chột,t͡ɕ o t̚ ˧˨ ʔ,0,chột,0
{vie}chớ,t͡ɕ əː ˧˦,0,chớ,0
{vie}chớm,t͡ɕ əː m ˧˦,0,chớm,0
{vie}chớp,t͡ɕ əː p̚ ˧˦,0,chớp,0
{vie}chờ,t͡ɕ əː ˨˩,0,chờ,0
{vie}chờ đợi,t͡ɕ əː ˨˩ ʔ ɗ əː j ˧˨ ʔ,0,chờ đợi,0
{vie}chở,t͡ɕ əː ˧˩,0,chở,0
{vie}chợ,t͡ɕ əː ˧˨ ʔ,0,chợ,0
{vie}chợ lớn,t͡ɕ əː ˧˨ ʔ l əː n ˧˦,0,chợ lớn,0
{vie}chợp,t͡ɕ əː p̚ ˧˨ ʔ,0,chợp,0
{vie}chợp mắt,t͡ɕ əː p̚ ˧˨ ʔ m a t̚ ˧˦,0,chợp mắt,0
{vie}chợt,t͡ɕ əː t̚ ˧˨ ʔ,0,chợt,0
{vie}chụm,t͡ɕ u m ˧˨ ʔ,0,chụm,0
{vie}chụp,t͡ɕ u p̚ ˧˨ ʔ,0,chụp,0
{vie}chụt,t͡ɕ u t̚ ˧˨ ʔ,0,chụt,0
{vie}chủ mưu,t͡ɕ u ˧˩ m i w ˧˧,0,chủ mưu,0
{vie}chủ nghĩa,t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥,0,chủ nghĩa,0
{vie}chủ nghĩa duy vật biện chứng,t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ z w i ˧˧ v ə t̚ ˧˨ ʔ ʔ ɓ i ə n ˧˨ ʔ t͡ɕ ɨ ŋ ˧˦,0,chủ nghĩa duy vật biện chứng,0
{vie}chủ nghĩa dân tộc,t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ z ə n ˧˧ t ə w k͡p̚ ˧˨ ʔ,0,chủ nghĩa dân tộc,0
{vie}chủ nghĩa khủng bố,t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ x ʊ w ŋ͡m ˧˩ ʔ ɓ o ˧˦,0,chủ nghĩa khủng bố,0
{vie}chủ nghĩa mác,t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ m aː k̚ ˧˦,0,chủ nghĩa mác,0
{vie}chủ nghĩa phát xít,t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ f aː t̚ ˧˦ s i t̚ ˧˦,0,chủ nghĩa phát xít,0
{vie}chủ nghĩa phân biệt chủng tộc,t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ f ə n ˧˧ ʔ ɓ i ə t̚ ˧˨ ʔ t͡ɕ ʊ w ŋ͡m ˧˩ t ə w k͡p̚ ˧˨ ʔ,0,chủ nghĩa phân biệt chủng tộc,0
{vie}chủ nghĩa quốc xã,t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ k u ə k̚ ˧˦ s aː ˦ˀ˥,0,chủ nghĩa quốc xã,0
{vie}chủ nghĩa vô chính phủ,t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ v o ˧˧ t͡ɕ ï ŋ ˧˦ f u ˧˩,0,chủ nghĩa vô chính phủ,0
{vie}chủ nghĩa xã hội,t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ s aː ˦ˀ˥ h o j ˧˨ ʔ,0,chủ nghĩa xã hội,0
{vie}chủ nghĩa xét lại,t͡ɕ u ˧˩ ŋ i ə ˦ˀ˥ s ɛ t̚ ˧˦ l aː j ˧˨ ʔ,0,chủ nghĩa xét lại,0
{vie}chủ ngữ,t͡ɕ u ˧˩ ŋ ɨ ˦ˀ˥,0,chủ ngữ,0
{vie}chủ quan,t͡ɕ u ˧˩ k w aː n ˧˧,0,chủ quan,0
{vie}chủ tịch,t͡ɕ u ˧˩ t ï k̟̚ ˧˨ ʔ,0,chủ tịch,0
{vie}chủ yếu,t͡ɕ u ˧˩ ʔ i ə w ˧˦,0,chủ yếu,0
{vie}chủng,t͡ɕ ʊ w ŋ͡m ˧˩,0,chủng,0
{vie}chứa,t͡ɕ ɨ ə ˧˦,0,chứa,0
{vie}chức,t͡ɕ ɨ k̚ ˧˦,0,chức,0
{vie}chức nghiệp,t͡ɕ ɨ k̚ ˧˦ ŋ i ə p̚ ˧˨ ʔ,0,chức nghiệp,0
{vie}chức năng,t͡ɕ ɨ k̚ ˧˦ n a ŋ ˧˧,0,chức năng,0
{vie}chức quyền,t͡ɕ ɨ k̚ ˧˦ k w i ə n ˨˩,0,chức quyền,0
{vie}chức trách,t͡ɕ ɨ k̚ ˧˦ t͡ɕ a j k̟̚ ˧˦,0,chức trách,0
{vie}chứng,t͡ɕ ɨ ŋ ˧˦,0,chứng,0
{vie}chứng bệnh,t͡ɕ ɨ ŋ ˧˦ ʔ ɓ ə j ŋ̟ ˧˨ ʔ,0,chứng bệnh,0
{vie}chứng cớ,t͡ɕ ɨ ŋ ˧˦ k əː ˧˦,0,chứng cớ,0
{vie}chứng kiến,t͡ɕ ɨ ŋ ˧˦ k i ə n ˧˦,0,chứng kiến,0
{vie}chứng minh,t͡ɕ ɨ ŋ ˧˦ m ï ŋ ˧˧,0,chứng minh,0
{vie}chứng nhận,t͡ɕ ɨ ŋ ˧˦ ɲ ə n ˧˨ ʔ,0,chứng nhận,0
{vie}chứng tỏ,t͡ɕ ɨ ŋ ˧˦ t ɔ ˧˩,0,chứng tỏ,0
{vie}chứng từ,t͡ɕ ɨ ŋ ˧˦ t ɨ ˨˩,0,chứng từ,0
{vie}chứt,t͡ɕ ɨ t̚ ˧˦,0,chứt,0
{vie}chừ,t͡ɕ ɨ ˨˩,0,chừ,0
{vie}chừa,t͡ɕ ɨ ə ˨˩,0,chừa,0
{vie}chừng,t͡ɕ ɨ ŋ ˨˩,0,chừng,0
{vie}chừng mực,t͡ɕ ɨ ŋ ˨˩ m ɨ k̚ ˧˨ ʔ,0,chừng mực,0
{vie}chử,t͡ɕ ɨ ˧˩,0,chử,0
{vie}chửa,t͡ɕ ɨ ə ˧˩,0,chửa,0
{vie}chửi,t͡ɕ ɨ j ˧˩,0,chửi,0
{vie}chữ,t͡ɕ ɨ ˦ˀ˥,0,chữ,0
{vie}chữ kí,t͡ɕ ɨ ˦ˀ˥ k i ˧˦,0,chữ kí,0
{vie}chữ nho,t͡ɕ ɨ ˦ˀ˥ ɲ ɔ ˧˧,0,chữ nho,0
{vie}chữ số,t͡ɕ ɨ ˦ˀ˥ s o ˧˦,0,chữ số,0
{vie}chữ số có nghĩa,t͡ɕ ɨ ˦ˀ˥ s o ˧˦ k ɔ ˧˦ ŋ i ə ˦ˀ˥,0,chữ số có nghĩa,0
{vie}chữ trung quốc,t͡ɕ ɨ ˦ˀ˥ t͡ɕ ʊ w ŋ͡m ˧˧ k u ə k̚ ˧˦,0,chữ trung quốc,0
{vie}chữ vạn,t͡ɕ ɨ ˦ˀ˥ v aː n ˧˨ ʔ,0,chữ vạn,0
{vie}chữa,t͡ɕ ɨ ə ˦ˀ˥,0,chữa,0
{vie}chữa lợn lành thành lợn què,t͡ɕ ɨ ə ˦ˀ˥ l əː n ˧˨ ʔ l a j ŋ̟ ˨˩ tʰ a j ŋ̟ ˨˩ l əː n ˧˨ ʔ k w ɛ ˨˩,0,chữa lợn lành thành lợn què,0
{vie}chữa trị,t͡ɕ ɨ ə ˦ˀ˥ t͡ɕ i ˧˨ ʔ,0,chữa trị,0
{vie}chực,t͡ɕ ɨ k̚ ˧˨ ʔ,0,chực,0
{vie}clo,k l ɔ ˧˧,0,clo,0
{vie}co,k ɔ ˧˧,0,co,0
{vie}co giật,k ɔ ˧˧ z ə t̚ ˧˨ ʔ,0,co giật,0
{vie}co ro,k ɔ ˧˧ z ɔ ˧˧,0,co ro,0
{vie}coban,k o ˧˧ ʔ ɓ aː n ˧˧,0,coban,0
{vie}cocktail,k o k̚ ˧˦ t a j ˧˧,0,cocktail,0
{vie}coi thường,k ɔ j ˧˧ tʰ ɨ ə ŋ ˨˩,0,coi thường,0
{vie}coi trọng,k ɔ j ˧˧ t͡ɕ a w ŋ͡m ˧˨ ʔ,0,coi trọng,0
{vie}con,k ɔ n ˧˧,0,con,0
{vie}con bạc,k ɔ n ˧˧ ʔ ɓ aː k̚ ˧˨ ʔ,0,con bạc,0
{vie}con cháu,k ɔ n ˧˧ t͡ɕ a w ˧˦,0,con cháu,0
{vie}con gái,k ɔ n ˧˧ ɣ aː j ˧˦,0,con gái,0
{vie}con gái con đứa,k ɔ n ˧˧ ɣ aː j ˧˦ k ɔ n ˧˧ ʔ ɗ ɨ ə ˧˦,0,con gái con đứa,0
{vie}con lạc cháu hồng,k ɔ n ˧˧ l aː k̚ ˧˨ ʔ t͡ɕ a w ˧˦ h ə w ŋ͡m ˨˩,0,con lạc cháu hồng,0
{vie}con này,k ɔ n ˧˧ n a j ˨˩,0,con này,0
{vie}con trai,k ɔ n ˧˧ t͡ɕ aː j ˧˧,0,con trai,0
{vie}con trâu là đầu cơ nghiệp,k ɔ n ˧˧ t͡ɕ ə w ˧˧ l aː ˨˩ ʔ ɗ ə w ˨˩ k əː ˧˧ ŋ i ə p̚ ˧˨ ʔ,0,con trâu là đầu cơ nghiệp,0
{vie}con ông cháu cha,k ɔ n ˧˧ ʔ ə w ŋ͡m ˧˧ t͡ɕ a w ˧˦ t͡ɕ aː ˧˧,0,con ông cháu cha,0
{vie}con đường,k ɔ n ˧˧ ʔ ɗ ɨ ə ŋ ˨˩,0,con đường,0
{vie}con đường tơ lụa,k ɔ n ˧˧ ʔ ɗ ɨ ə ŋ ˨˩ t əː ˧˧ l u ə ˧˨ ʔ,0,con đường tơ lụa,0
{vie}cong,k a w ŋ͡m ˧˧,0,cong,0
{vie}constantinô,k ɔ n ˧˧ s t aː n ˧˧ t i n ˧˧ n o ˧˧,0,constantinô,0
{vie}csdl,k əː ˧˧ s əː ˧˩ z ɨ ˦ˀ˥ l i ə w ˧˨ ʔ,0,csdl,0
{vie}cu li,k u ˧˧ l i ˧˧,0,cu li,0
{vie}cua,k u ə ˧˧,0,cua,0
{vie}cumingtonit,k əː ˧˧ m ï ŋ ˧˧ t o ˧˧ n i t̚ ˧˦,0,cumingtonit,0
{vie}cung,k ʊ w ŋ͡m ˧˧,0,cung,0
{vie}cung cầu,k ʊ w ŋ͡m ˧˧ k ə w ˨˩,0,cung cầu,0
{vie}cung kính,k ʊ w ŋ͡m ˧˧ k ï ŋ ˧˦,0,cung kính,0
{vie}cung phụng,k ʊ w ŋ͡m ˧˧ f ʊ w ŋ͡m ˧˨ ʔ,0,cung phụng,0
{vie}cung đấu,k ʊ w ŋ͡m ˧˧ ʔ ɗ ə w ˧˦,0,cung đấu,0
{vie}cuốc,k u ə k̚ ˧˦,0,cuốc,0
{vie}cuối,k u ə j ˧˦,0,cuối,0
{vie}cuốn hút,k u ə n ˧˦ h u t̚ ˧˦,0,cuốn hút,0
{vie}cuồng,k u ə ŋ ˨˩,0,cuồng,0
{vie}cuồng nộ,k u ə ŋ ˨˩ n o ˧˨ ʔ,0,cuồng nộ,0
{vie}cuộc thi,k u ə k̚ ˧˨ ʔ tʰ i ˧˧,0,cuộc thi,0
{vie}cuộn,k u ə n ˧˨ ʔ,0,cuộn,0
{vie}cà,k aː ˨˩,0,cà,0
{vie}cà cuống,k aː ˨˩ k u ə ŋ ˧˦,0,cà cuống,0
{vie}cà dái dê,k aː ˨˩ z aː j ˧˦ z e ˧˧,0,cà dái dê,0
{vie}cà giựt,k aː ˨˩ z ɨ t̚ ˧˨ ʔ,0,cà giựt,0
{vie}cà kheo,k aː ˨˩ x ɛ w ˧˧,0,cà kheo,0
{vie}cà mau,k aː ˨˩ m a w ˧˧,0,cà mau,0
{vie}cà nông,k aː ˨˩ n ə w ŋ͡m ˧˧,0,cà nông,0
{vie}cà phê,k aː ˨˩ f e ˧˧,0,cà phê,0
{vie}cà phê cà pháo,k aː ˨˩ f e ˧˧ k aː ˨˩ f aː w ˧˦,0,cà phê cà pháo,0
{vie}cà tím,k aː ˨˩ t i m ˧˦,0,cà tím,0
{vie}cài,k aː j ˨˩,0,cài,0
{vie}càn,k aː n ˨˩,0,càn,0
{vie}càng,k aː ŋ ˨˩,0,càng,0
{vie}càng đông càng vui,k aː ŋ ˨˩ ʔ ɗ ə w ŋ͡m ˧˧ k aː ŋ ˨˩ v u j ˧˧,0,càng đông càng vui,0
{vie}cành,k a j ŋ̟ ˨˩,0,cành,0
{vie}cào,k aː w ˨˩,0,cào,0
{vie}cày,k a j ˨˩,0,cày,0
{vie}cá,k aː ˧˦,0,cá,0
{vie}cá chuối,k aː ˧˦ t͡ɕ u ə j ˧˦,0,cá chuối,0
{vie}cá chạch,k aː ˧˦ t͡ɕ a j k̟̚ ˧˨ ʔ,0,cá chạch,0
{vie}cá cóc,k aː ˧˦ k a w k͡p̚ ˧˦,0,cá cóc,0
{vie}cá cóc tam đảo,k aː ˧˦ k a w k͡p̚ ˧˦ t aː m ˧˧ ʔ ɗ aː w ˧˩,0,cá cóc tam đảo,0
